masv,hodem,ten,ngaysinh,gioitinh,noisinh,malop
5555,Phạm Nhật,Cường,2004/6/23,0,Trà Vinh,DL24
5556,Phạm Hữu,An,2003/12/7,0,Long An,PM23
5557,Trần Hữu,An,2000/4/16,0,Vĩnh Long,LU24
5558,Phan Trung,Thịnh,2004/10/19,1,Cần Thơ,SP24
5559,Phạm Hoài,Vỹ,2002/6/30,0,Trà Vinh,HT24
5560,Võ Thế,Vỹ,2000/9/21,0,An Giang,PM22
5561,Bùi Mạnh,Vinh,2001/8/11,0,HCM,HQ24
5562,Trương Hoàng,Sang,2000/3/22,0,Long An,DT24
5563,Trần Mạnh,Thương,2003/6/28,0,Vĩnh Long,PM24
5564,Phan Gia,Thành,2003/3/24,1,HCM,HT23
5565,Võ Quang,Duy,2005/11/2,0,Long An,PM23
5566,Trần Quang,Thịnh,2003/9/15,1,Long An,NA23
5567,Trần Hoàng,Diễm,2004/11/11,0,Tây Ninh,HT22
5568,Trương Hoàng,Thanh,2001/11/25,0,Cần Thơ,LU24
5569,Phạm Minh,Sang,2003/6/15,0,HCM,DT24
5570,Võ Gia,Vân,2003/3/16,1,Tiền Giang,VL24
5571,Lê Văn,Tài,2003/6/21,1,Cần Thơ,PM21
5572,Phan Gia,Thương,2005/10/29,0,HCM,VL24
5573,Phạm Gia,Giang,2003/6/23,0,An Giang,PM21
5574,Lê Hoài,Châu,2000/6/15,1,Cần Thơ,TU24
5575,Phan Mạnh,Thắng,2001/7/1,0,Tây Ninh,HC24
5576,Trần Quang,Bạch,2000/8/6,0,Tây Ninh,HQ23
5577,Nguyễn Hoài,Duy,2000/2/24,0,An Giang,NA22
5578,Bùi Mạnh,Kim,2002/8/8,0,An Giang,HT24
5579,Phạm Quang,Diễm,2005/1/20,1,Cần Thơ,VL24
5580,Trần Hoài,Hà,2000/4/12,0,HCM,TU24
5581,Phan Nhật,Dung,2000/11/21,1,An Giang,PM24
5582,Nguyễn Trung,Khải,2002/4/5,0,Trà Vinh,NA24
5583,Lê Trung,Sương,2005/1/10,1,Cần Thơ,LU24
5584,Phạm Thế,Bảo,2005/1/18,0,Vĩnh Long,TU24
5585,Lê Trung,Mỹ,2005/10/22,0,Long An,MT24
5586,Lê Mạnh,Trang,2004/3/23,0,Tiền Giang,PM24
5587,Phan Nhật,Anh,2005/6/4,1,An Giang,HC24
5588,Trần Quang,Phượng,2005/1/12,0,Nam Định,PM22
5589,Trương Hữu,Mỹ,2001/1/16,1,Tây Ninh,MT24
5590,Trần Trung,Khôi,2004/4/29,1,Nam Định,TM24
5591,Võ Minh,Khánh,2005/1/19,0,Tây Ninh,DT24
5592,Lê Thế,Phượng,2004/7/27,0,Vĩnh Long,TC23
5593,Nguyễn Hữu,Bình,2000/1/14,1,Tiền Giang,NA22
5594,Lê Trung,Dung,2002/2/2,0,Tiền Giang,TC23
5595,Bùi Nhật,Bảo,2005/11/23,0,HCM,HT22
5596,Nguyễn Minh,Vinh,2005/4/30,0,Vĩnh Long,NA24
5597,Trần Quang,Dung,2004/2/14,0,Long An,TI24
5598,Bùi Mạnh,Phú,2003/11/14,0,Long An,SP22
5599,Lê Mạnh,Vân,2002/5/28,0,Tiền Giang,PM24
5600,Lê Văn,Nhi,2004/1/3,1,Tiền Giang,HT22
5601,Phạm Thị,Vỹ,2005/3/15,0,Long An,TC24
5602,Võ Quang,Thịnh,2001/7/9,0,Vĩnh Long,TC23
5603,Lê Gia,Như,2005/5/13,0,Tiền Giang,SP22
5604,Võ Trung,Đạt,2000/4/6,0,HCM,HD24
5605,Bùi Gia,Linh,2003/8/21,0,HCM,TU22
5606,Võ Mạnh,Vinh,2001/1/15,0,Nam Định,TC24
5607,Nguyễn Hữu,Đức,2003/5/20,0,Tây Ninh,TC23
5608,Nguyễn Thị,Vinh,2000/5/22,0,Cần Thơ,TU22
5609,Phan Hoàng,Anh,2002/11/26,0,Trà Vinh,LU24
5610,Lê Hoài,Băng,2000/11/23,1,Cần Thơ,TC23
5611,Trương Hữu,Nhi,2002/11/5,0,Trà Vinh,SP22
5612,Trần Hữu,Cẩm,2002/10/1,1,HCM,NA24
5613,Lê Hoàng,Tài,2001/9/9,1,HCM,TI24
5614,Nguyễn Quang,Thắng,2001/11/19,1,Trà Vinh,HT22
5615,Bùi Nhật,Khang,2002/2/15,1,Trà Vinh,HT24
5616,Bùi Quang,Kim,2005/5/29,0,Vĩnh Long,DT24
5617,Phạm Trung,Vy,2004/5/12,0,Nam Định,HT24
5618,Nguyễn Văn,Bạch,2005/1/5,1,Trà Vinh,NA22
5619,Nguyễn Mạnh,Cẩm,2001/1/5,1,An Giang,TC23
5620,Lê Hoài,Duyên,2003/9/11,1,Vĩnh Long,NA24
5621,Trương Hoàng,An,2004/10/19,1,HCM,VL24
5622,Phan Thế,Như,2004/5/26,1,Vĩnh Long,TU22
5623,Nguyễn Minh,Đức,2001/10/5,1,Tiền Giang,HT24
5624,Võ Trung,Phượng,2000/2/3,1,HCM,MT24
5625,Lê Quang,Sương,2000/10/17,1,Nam Định,TC24
5626,Võ Thị,Vân,2000/2/12,0,An Giang,TO24
5627,Nguyễn Gia,Hà,2000/4/10,0,An Giang,NA24
5628,Lê Mạnh,Phúc,2002/11/15,1,Cần Thơ,HT23
5629,Phan Mạnh,Vy,2000/9/4,1,Trà Vinh,TC24
5630,Phạm Hữu,Kiều,2003/7/11,1,Long An,TM24
5631,Phạm Thị,Diễm,2000/1/7,0,Nam Định,HD24
5632,Lê Gia,Sang,2002/11/4,1,Long An,HC24
5633,Võ Thị,Bạch,2001/3/11,0,Vĩnh Long,HT22
5634,Trương Thế,Tấn,2005/4/12,1,Trà Vinh,PM21
5635,Nguyễn Văn,Ánh,2001/6/18,1,Cần Thơ,DT24
5636,Trần Thế,Diễm,2004/6/6,0,Tây Ninh,HQ23
5637,Phan Gia,Thanh,2000/9/24,0,Tiền Giang,NA22
5638,Lê Nhật,Tấn,2004/12/5,1,Vĩnh Long,SP23
5639,Võ Hoài,Chi,2001/9/1,0,An Giang,VL24
5640,Võ Gia,My,2004/2/4,1,HCM,PM23
5641,Phan Trung,Duy,2004/6/22,0,An Giang,TU24
5642,Nguyễn Thị,Thắng,2004/11/6,0,HCM,VL24
5643,Võ Thị,Đại,2001/10/19,0,HCM,HC24
5644,Phạm Văn,Đại,2003/12/17,1,Nam Định,HD24
5645,Phan Văn,Duy,2001/10/13,1,Tây Ninh,HQ24
5646,Phạm Nhật,Thắng,2005/11/23,0,Trà Vinh,TO24
5647,Trương Minh,Long,2003/11/6,1,Tiền Giang,PM24
5648,Bùi Văn,Khôi,2001/1/25,1,Nam Định,NA22
5649,Lê Hoàng,Sương,2001/5/22,1,Nam Định,SP22
5650,Bùi Quang,Vinh,2000/4/3,0,HCM,HC24
5651,Trần Gia,Dung,2004/1/23,1,Vĩnh Long,PM24
5652,Trương Văn,Bạch,2004/6/8,1,Nam Định,TC23
5653,Nguyễn Minh,Vân,2001/11/29,0,Nam Định,TM24
5654,Trần Hoàng,Tấn,2004/2/20,0,An Giang,NA24
5655,Võ Quang,Duy,2005/8/24,1,Trà Vinh,TC24
5656,Võ Trung,Nghĩa,2003/5/25,1,An Giang,NA24
5657,Trương Mạnh,Trang,2000/4/29,0,Cần Thơ,VL24
5658,Nguyễn Thế,Cẩm,2005/4/20,1,HCM,HT23
5659,Trương Thị,Vân,2001/7/27,0,Tiền Giang,DL24
5660,Nguyễn Quang,Phượng,2001/4/25,0,Cần Thơ,VL24
5661,Lê Thế,Khang,2000/12/25,0,Cần Thơ,HT24
5662,Bùi Hữu,Vỹ,2004/11/25,0,Trà Vinh,HD24
5663,Bùi Nhật,Hà,2003/1/13,1,Nam Định,HT22
5664,Lê Trung,Giang,2004/6/27,0,Trà Vinh,TU22
5665,Phạm Quang,Sơn,2000/1/24,0,Tây Ninh,TU24
5666,Bùi Thế,Hồng,2002/3/6,0,Nam Định,HQ23
5667,Trần Quang,Linh,2004/12/4,0,Tây Ninh,HT23
5668,Lê Trung,Khôi,2002/5/10,1,Tây Ninh,TU24
5669,Trần Gia,Chi,2002/6/27,1,Trà Vinh,NA23
5670,Bùi Hoài,Nghĩa,2004/12/15,1,Tiền Giang,MT24
5671,Trương Hoài,Thịnh,2000/5/1,0,An Giang,HT24
5672,Võ Trung,Chi,2005/5/23,1,Nam Định,HT24
5673,Trương Hoài,Phương,2004/10/5,1,Tiền Giang,TC24
5674,Võ Hoàng,Thắng,2001/8/8,1,Long An,DT24
5675,Bùi Trung,Kiều,2000/3/10,0,Nam Định,TI24
5676,Trần Mạnh,Bích,2002/9/22,0,Trà Vinh,HD24
5677,Trương Minh,Khánh,2001/10/23,1,Tiền Giang,HT22
5678,Trần Hoài,Tài,2005/7/2,1,Tây Ninh,PM21
5679,Trương Quang,Linh,2005/2/6,1,Long An,TC24
5680,Trần Văn,Lợi,2002/3/19,1,Tiền Giang,TC23
5681,Phan Gia,Đạt,2005/4/12,1,Tây Ninh,PM24
5682,Phạm Quang,Mỹ,2001/12/24,1,Cần Thơ,TO24
5683,Nguyễn Minh,Đức,2002/5/29,1,HCM,NA23
5684,Trương Quang,Bình,2002/5/14,0,Tiền Giang,MT24
5685,Nguyễn Thị,Bình,2003/2/9,0,Vĩnh Long,HT23
5686,Nguyễn Gia,Danh,2005/10/8,0,Vĩnh Long,NA22
5687,Trần Trung,An,2001/2/25,0,HCM,VL24
5688,Bùi Gia,Dung,2001/2/19,1,Nam Định,NA24
5689,Phạm Văn,Phượng,2001/12/15,1,Trà Vinh,HQ23
5690,Nguyễn Hoàng,Nhã,2001/11/7,0,Cần Thơ,LU24
5691,Lê Văn,Khải,2002/7/7,1,Trà Vinh,NA23
5692,Trần Hữu,Phượng,2001/6/5,0,HCM,HQ23
5693,Lê Trung,Giang,2003/2/22,0,Tiền Giang,TU23
5694,Lê Hoàng,Chi,2004/7/18,0,Nam Định,HT23
5695,Lê Hoài,Bình,2005/3/1,0,Nam Định,NA24
5696,Võ Nhật,Mỹ,2005/2/14,1,Vĩnh Long,TM24
5697,Phan Gia,Linh,2000/11/10,0,Nam Định,HT23
5698,Võ Thế,Diễm,2000/5/16,0,Vĩnh Long,LU24
5699,Bùi Hoàng,Hồng,2001/3/19,1,Tiền Giang,PM24
5700,Võ Trung,Ngân,2004/11/22,0,Tây Ninh,TU23
5701,Nguyễn Mạnh,Phúc,2002/1/29,0,Tây Ninh,SP22
5702,Phạm Quang,Vân,2002/5/15,1,Nam Định,DT24
5703,Phạm Gia,Thành,2000/12/19,0,Nam Định,TC23
5704,Trần Văn,Nghĩa,2005/6/3,1,Vĩnh Long,HC24
5705,Trần Văn,Lợi,2003/12/9,1,Trà Vinh,HT23
5706,Bùi Quang,Vy,2005/11/30,1,An Giang,HT23
5707,Phan Thế,Vinh,2002/5/7,1,Tiền Giang,HC24
5708,Phạm Trung,Khánh,2005/10/8,1,HCM,MK24
5709,Trần Thế,Phúc,2000/3/1,0,Cần Thơ,HQ23
5710,Trương Hoàng,Anh,2004/8/12,1,HCM,MT24
5711,Lê Nhật,Cường,2003/5/26,1,Tiền Giang,DT24
5712,Trương Hữu,Phước,2002/9/13,0,Tiền Giang,DL24
5713,Phạm Gia,Mỹ,2001/9/14,1,Tây Ninh,MT24
5714,Bùi Quang,Diễm,2003/8/29,0,Cần Thơ,NA24
5715,Phan Nhật,Vy,2005/10/19,1,Tây Ninh,HT22
5716,Bùi Quang,Dương,2004/9/8,0,Long An,HD24
5717,Phan Mạnh,Nhi,2003/3/17,0,HCM,TC23
5718,Phan Hoàng,Ngân,2000/5/28,1,Nam Định,TI24
5719,Lê Nhật,Bạch,2004/11/20,1,Nam Định,TI24
5720,Bùi Hữu,Vinh,2002/6/22,1,HCM,NA24
5721,Nguyễn Mạnh,Khải,2005/2/13,1,Vĩnh Long,HT24
5722,Bùi Gia,Duy,2002/3/29,1,Trà Vinh,DL24
5723,Lê Hoài,Kiều,2004/6/14,0,Long An,HD24
5724,Nguyễn Hoài,Long,2002/7/7,0,Trà Vinh,HT23
5725,Phạm Trung,Kiều,2003/2/16,1,Tiền Giang,HT23
5726,Trương Nhật,Khánh,2000/9/20,0,Cần Thơ,LU24
5727,Phan Hoàng,Huỳnh,2005/8/9,0,An Giang,NA22
5728,Lê Hoài,Khải,2003/3/9,0,Trà Vinh,TI24
5729,Phan Hoài,Vỹ,2000/11/25,0,Nam Định,HQ24
5730,Nguyễn Hữu,Kiều,2003/4/27,0,Long An,LU24
5731,Trần Hoài,Đức,2000/9/13,1,Vĩnh Long,TO24
5732,Trương Thế,Giang,2002/10/16,1,Long An,HC24
5733,Nguyễn Nhật,Nhã,2005/4/10,1,Long An,HT23
5734,Trần Mạnh,Cường,2002/8/19,0,Nam Định,SP23
5735,Bùi Trung,Ánh,2002/7/16,0,HCM,HQ24
5736,Bùi Nhật,An,2005/12/16,1,Tây Ninh,HQ24
5737,Trương Thế,My,2000/10/17,0,HCM,TU23
5738,Phan Nhật,Như,2003/10/19,0,An Giang,NA24
5739,Trần Nhật,Tiên,2005/5/1,1,Cần Thơ,HC24
5740,Võ Quang,Tiên,2005/7/10,1,Tây Ninh,HC24
5741,Trần Hoài,Vinh,2002/2/12,1,Vĩnh Long,TM24
5742,Bùi Mạnh,Dương,2004/5/28,0,HCM,SP24
5743,Trần Trung,Oanh,2002/5/21,0,Trà Vinh,SP22
5744,Trương Quang,Khang,2004/11/20,1,Vĩnh Long,HT22
5745,Lê Trung,Như,2003/8/5,0,Cần Thơ,SP24
5746,Bùi Minh,Ngọc,2001/9/29,0,Long An,TC23
5747,Phan Trung,An,2001/10/5,1,Cần Thơ,TC24
5748,Phan Gia,Nhã,2004/7/22,1,An Giang,PM24
5749,Phạm Trung,Hậu,2001/10/7,0,Trà Vinh,HQ23
5750,Lê Quang,Tiên,2004/12/23,1,Cần Thơ,MK24
5751,Lê Quang,Thành,2004/4/2,0,Long An,HT24
5752,Nguyễn Mạnh,Phước,2004/10/24,0,Long An,DT24
5753,Phan Nhật,Duyên,2004/4/9,1,Tiền Giang,NA23
5754,Phan Thế,Chi,2005/7/4,1,Tiền Giang,TC23
5755,Nguyễn Văn,Khánh,2003/1/5,1,Trà Vinh,NA23
5756,Trương Hoài,Diễm,2001/5/15,1,Cần Thơ,NA22
5757,Trương Trung,Linh,2000/6/7,0,HCM,PM21
5758,Trương Hữu,Uyên,2003/2/13,0,Trà Vinh,NA23
5759,Phan Thị,Danh,2000/1/10,0,Tiền Giang,SP24
5760,Võ Mạnh,Lợi,2001/10/22,0,An Giang,SP22
5761,Trần Quang,Tấn,2005/3/4,1,Tiền Giang,HT23
5762,Võ Hoàng,Hậu,2001/4/25,1,Long An,HC24
5763,Trương Trung,Ánh,2002/9/29,0,HCM,TU22
5764,Bùi Thị,Nhi,2002/5/22,0,Nam Định,HT24
5765,Trần Minh,Mỹ,2003/10/25,0,Trà Vinh,DL24
5766,Nguyễn Gia,Duy,2003/9/1,1,An Giang,HQ23
5767,Bùi Hữu,Long,2001/10/13,1,Cần Thơ,LU24
5768,Võ Gia,Chi,2003/11/11,0,Nam Định,LU24
5769,Trương Minh,Bình,2002/11/19,1,Tây Ninh,LU24
5770,Nguyễn Thế,Thắng,2005/2/16,0,Cần Thơ,TC24
5771,Bùi Nhật,Đạt,2003/6/24,1,Tây Ninh,HQ23
5772,Võ Thế,Uyên,2004/1/19,1,An Giang,SP24
5773,Võ Gia,Nhi,2003/8/8,1,Nam Định,TU23
5774,Nguyễn Gia,Khánh,2004/1/4,0,Cần Thơ,SP23
5775,Bùi Hữu,Uyên,2004/8/19,0,Tiền Giang,HQ24
5776,Lê Minh,Uyên,2003/6/14,1,Nam Định,HC24
5777,Trương Văn,Vinh,2001/3/16,1,An Giang,HT22
5778,Trương Mạnh,Vy,2005/5/17,0,Nam Định,MT24
5779,Võ Nhật,Đức,2002/1/19,0,Long An,PM21
5780,Nguyễn Trung,Ngọc,2005/6/21,0,Trà Vinh,SP23
5781,Phan Quang,Phúc,2001/11/23,0,HCM,HD24
5782,Trần Hữu,Sang,2005/2/23,1,An Giang,TI24
5783,Trương Quang,Dung,2003/2/5,1,Tiền Giang,TC24
5784,Trần Nhật,Giang,2000/10/24,1,Tiền Giang,TI24
5785,Bùi Gia,Vỹ,2005/3/29,1,Vĩnh Long,HQ23
5786,Phan Minh,Bảo,2001/2/19,1,HCM,HT23
5787,Phạm Minh,Ân,2002/10/16,0,Trà Vinh,PM21
5788,Lê Hoàng,Ngân,2002/5/25,0,Long An,TM24
5789,Võ Gia,Hà,2003/11/9,1,Nam Định,LU24
5790,Bùi Mạnh,My,2001/9/25,1,Trà Vinh,PM23
5791,Võ Hữu,Uyên,2000/12/17,0,Nam Định,PM24
5792,Lê Hữu,Như,2001/12/16,1,Nam Định,HT23
5793,Nguyễn Trung,Chi,2002/12/11,1,An Giang,TI24
5794,Bùi Trung,Anh,2003/7/16,0,Trà Vinh,DL24
5795,Phan Thế,Nhi,2001/2/27,0,Trà Vinh,HQ23
5796,Phạm Hoài,Danh,2005/12/21,1,HCM,HQ24
5797,Nguyễn Hữu,My,2004/5/22,0,Tây Ninh,HT24
5798,Phạm Nhật,Như,2002/4/14,1,Nam Định,TM24
5799,Lê Thế,Vinh,2005/6/15,0,Nam Định,PM21
5800,Phạm Quang,Dương,2004/6/22,0,Tiền Giang,PM24
5801,Võ Thế,Bạch,2004/9/14,0,Tiền Giang,PM22
5802,Nguyễn Hữu,Phúc,2002/2/19,1,Tây Ninh,HQ24
5803,Nguyễn Hữu,Khải,2004/2/25,0,Tây Ninh,TU23
5804,Trương Nhật,Cường,2000/12/6,1,An Giang,TU23
5805,Phạm Hoàng,Uyên,2001/4/1,0,An Giang,TC24
5806,Trương Hoàng,An,2004/11/27,0,Trà Vinh,NA24
5807,Phan Quang,Thắng,2004/12/19,1,An Giang,TM24
5808,Bùi Trung,Ánh,2004/10/3,0,Tiền Giang,TI24
5809,Trần Hoài,Cường,2005/5/9,1,Tây Ninh,DT24
5810,Trương Văn,Khánh,2003/2/27,1,An Giang,TO24
5811,Võ Hoài,Khang,2004/9/26,1,An Giang,PM23
5812,Bùi Hoài,Uyên,2002/10/8,0,Nam Định,TC24
5813,Võ Hoài,An,2005/2/26,0,Long An,HQ24
5814,Phạm Trung,Châu,2004/9/16,0,Cần Thơ,NA23
5815,Trương Quang,Ánh,2004/2/25,1,HCM,TO24
5816,Nguyễn Gia,Sơn,2005/8/6,1,Tây Ninh,HD24
5817,Phan Thị,Vinh,2002/12/17,0,Vĩnh Long,HT22
5818,Bùi Thế,Sơn,2005/6/8,0,An Giang,PM22
5819,Phan Minh,Dung,2003/8/12,1,Long An,DL24
5820,Nguyễn Mạnh,Nhã,2001/2/21,1,Cần Thơ,MK24
5821,Nguyễn Trung,Bảo,2000/5/7,1,Trà Vinh,TC24
5822,Phan Thế,Trang,2005/9/29,1,HCM,DL24
5823,Bùi Mạnh,Thịnh,2002/8/11,0,HCM,TU23
5824,Lê Văn,Long,2002/5/6,1,Tây Ninh,MT24
5825,Phạm Hoàng,Phú,2001/7/16,0,Nam Định,NA23
5826,Võ Hữu,Khanh,2002/8/21,0,Trà Vinh,TM24
5827,Phạm Mạnh,Đạt,2000/4/23,1,Nam Định,LU24
5828,Võ Quang,Tiên,2003/10/11,1,Tiền Giang,PM24
5829,Nguyễn Văn,Bạch,2002/10/15,1,Trà Vinh,TI24
5830,Phạm Mạnh,Duy,2001/5/9,0,An Giang,HT23
5831,Lê Gia,Thịnh,2003/9/4,0,Tây Ninh,TC23
5832,Phan Minh,Sơn,2003/2/27,0,Cần Thơ,NA23
5833,Lê Trung,Bình,2000/3/24,0,Trà Vinh,SP23
5834,Phạm Hữu,Duy,2005/1/8,1,Vĩnh Long,HQ24
5835,Nguyễn Trung,Bình,2004/1/1,1,Vĩnh Long,MT24
5836,Bùi Thị,Bích,2001/11/3,0,Nam Định,HQ23
5837,Phạm Minh,Bích,2001/4/28,1,Long An,TO24
5838,Võ Nhật,Sương,2002/1/15,0,HCM,PM22
5839,Bùi Thị,Hồng,2002/3/23,0,Cần Thơ,TU22
5840,Lê Mạnh,Như,2000/4/27,1,Nam Định,NA24
5841,Trương Thế,Châu,2003/6/22,0,HCM,TU22
5842,Võ Hữu,Khải,2003/7/20,1,Tiền Giang,SP23
5843,Lê Mạnh,Lợi,2005/1/16,1,Cần Thơ,TU22
5844,Trần Trung,Cẩm,2004/6/11,1,Cần Thơ,TI24
5845,Lê Minh,Bảo,2000/8/26,0,An Giang,HT23
5846,Bùi Mạnh,Đại,2001/4/26,0,Nam Định,NA24
5847,Nguyễn Quang,Lợi,2003/5/15,0,Cần Thơ,TU24
5848,Nguyễn Hoàng,Cường,2002/6/24,0,An Giang,HC24
5849,Lê Thế,Ánh,2003/8/13,0,Vĩnh Long,DL24
5850,Trần Trung,Kiều,2005/9/14,1,Tây Ninh,HT23
5851,Võ Nhật,Tài,2004/12/18,1,HCM,PM21
5852,Nguyễn Hữu,Thương,2000/12/18,0,Nam Định,NA23
5853,Trương Văn,Kiều,2005/7/20,1,Vĩnh Long,NA24
5854,Lê Gia,Trang,2000/11/5,0,An Giang,TC23
5855,Trần Hoàng,Vy,2003/10/3,0,Tiền Giang,SP23
5856,Bùi Thế,Nghĩa,2000/5/6,0,Vĩnh Long,SP23
5857,Võ Trung,Đạt,2001/8/2,1,Vĩnh Long,TM24
5858,Phan Văn,Uyên,2004/10/25,1,Tiền Giang,PM21
5859,Trần Gia,Khải,2005/1/3,0,Nam Định,TC23
5860,Võ Thị,Nhã,2000/4/6,0,Trà Vinh,HT24
5861,Nguyễn Nhật,Hồng,2000/4/29,1,HCM,TO24
5862,Trương Hoài,Phước,2000/8/2,0,Nam Định,VL24
5863,Phan Quang,Đạt,2001/7/24,0,Nam Định,HD24
5864,Trần Thế,Thịnh,2005/9/23,1,Long An,TI24
5865,Phan Trung,Bạch,2004/9/29,0,Cần Thơ,MT24
5866,Phan Thị,Phúc,2004/7/8,0,HCM,PM23
5867,Phạm Hoài,Khanh,2003/4/1,0,Nam Định,NA23
5868,Lê Trung,Bạch,2003/9/19,1,An Giang,PM22
5869,Bùi Trung,Duyên,2002/8/2,1,Cần Thơ,HT24
5870,Võ Minh,Phú,2005/4/6,0,Nam Định,HT23
5871,Phạm Gia,Sương,2000/12/19,1,Vĩnh Long,PM22
5872,Phan Quang,Sương,2000/6/12,1,HCM,HD24
5873,Phan Nhật,Bảo,2000/11/17,1,HCM,MK24
5874,Phan Thị,Cẩm,2000/1/23,0,Tây Ninh,NA22
5875,Phan Hoài,Phượng,2004/5/23,0,Long An,HC24
5876,Bùi Minh,Thương,2005/2/4,0,HCM,SP22
5877,Trương Mạnh,Bảo,2005/2/21,1,Cần Thơ,TU24
5878,Võ Gia,Đạt,2005/11/14,1,Long An,HT22
5879,Bùi Nhật,Vinh,2005/8/14,1,Tây Ninh,HT22
5880,Lê Thị,An,2001/5/26,0,Trà Vinh,TI24
5881,Bùi Thế,Thương,2001/9/2,1,Nam Định,SP24
5882,Phạm Hữu,Danh,2005/6/4,1,Nam Định,PM24
5883,Phạm Thế,Đức,2003/7/17,0,Cần Thơ,TO24
5884,Trương Thế,Chi,2001/4/2,0,HCM,TU22
5885,Nguyễn Thị,Khôi,2002/12/2,0,Nam Định,TU22
5886,Nguyễn Mạnh,Phước,2004/2/8,0,Trà Vinh,SP24
5887,Phan Gia,Nhã,2004/7/16,0,Tây Ninh,HQ23
5888,Phan Gia,Tấn,2004/1/2,0,Vĩnh Long,SP23
5889,Trương Hoàng,Anh,2004/1/4,1,Nam Định,MK24
5890,Bùi Hoàng,Nghĩa,2005/5/15,1,An Giang,DL24
5891,Bùi Hữu,Nghĩa,2004/11/12,0,HCM,SP24
5892,Lê Quang,Phúc,2000/1/20,0,Vĩnh Long,PM24
5893,Trần Thế,Phú,2003/8/15,0,HCM,LU24
5894,Nguyễn Thị,Mỹ,2003/11/7,0,Tiền Giang,NA24
5895,Phạm Minh,Diễm,2002/11/5,0,Vĩnh Long,HC24
5896,Trần Hoài,Như,2002/2/15,0,Vĩnh Long,PM24
5897,Võ Trung,Phước,2004/12/22,1,Nam Định,PM23
5898,Võ Nhật,Băng,2004/2/13,1,Tiền Giang,NA24
5899,Phan Minh,Mỹ,2004/1/26,0,An Giang,NA24
5900,Trương Thị,Khang,2000/12/26,0,Nam Định,PM23
5901,Bùi Gia,Băng,2000/12/17,1,Long An,TU23
5902,Trần Quang,Như,2002/12/17,0,Nam Định,SP23
5903,Lê Hoài,Tài,2000/12/21,0,Nam Định,PM23
5904,Trần Thế,Sang,2005/1/25,1,HCM,HD24
5905,Bùi Gia,Ánh,2003/12/10,0,An Giang,PM23
5906,Trần Hữu,Vỹ,2000/9/6,1,An Giang,HT22
5907,Bùi Hoàng,Kiều,2003/5/18,0,Nam Định,PM23
5908,Phạm Văn,Cường,2004/2/3,1,Vĩnh Long,NA24
5909,Trương Gia,Tài,2001/11/26,0,Nam Định,SP23
5910,Phạm Thế,Vỹ,2002/4/30,0,HCM,MT24
5911,Trương Văn,Ân,2003/2/27,1,HCM,TU24
5912,Phạm Trung,Đạt,2002/4/18,1,Trà Vinh,HQ24
5913,Nguyễn Nhật,Sương,2001/10/3,1,Vĩnh Long,DL24
5914,Bùi Quang,Phượng,2005/2/24,1,Long An,TU22
5915,Nguyễn Hoài,Diễm,2002/10/11,1,HCM,TU24
5916,Nguyễn Nhật,Uyên,2003/5/7,0,HCM,PM22
5917,Võ Văn,Tấn,2003/6/28,1,An Giang,NA23
5918,Bùi Gia,Bạch,2002/7/25,1,Vĩnh Long,SP22
5919,Nguyễn Hoài,Kiều,2004/6/10,0,Trà Vinh,TC24
5920,Phan Hữu,Châu,2002/9/12,0,Tiền Giang,PM23
5921,Trần Quang,Bích,2004/5/6,1,Tây Ninh,HC24
5922,Bùi Thế,Sang,2004/11/19,0,Tây Ninh,NA24
5923,Võ Thị,Phúc,2000/12/23,0,Vĩnh Long,TM24
5924,Phan Hoài,Bạch,2002/1/21,0,Tây Ninh,DL24
5925,Trần Thế,Thịnh,2004/3/30,0,Tây Ninh,HT23
5926,Trương Thế,Vinh,2001/3/24,0,Tây Ninh,TU24
5927,Bùi Quang,Hà,2000/9/18,0,Trà Vinh,HT23
5928,Lê Hoài,Khôi,2001/7/29,0,Vĩnh Long,TI24
5929,Bùi Thị,Phúc,2002/9/23,0,Cần Thơ,HT23
5930,Trần Thị,Tài,2000/1/15,0,HCM,TM24
5931,Bùi Hoàng,Tấn,2005/2/16,0,Cần Thơ,DL24
5932,Võ Mạnh,Bích,2000/12/26,1,Tiền Giang,TC23
5933,Võ Hữu,Duyên,2005/7/3,0,Nam Định,LU24
5934,Phan Hoàng,Ánh,2002/11/15,0,Nam Định,NA24
5935,Phạm Thế,Duyên,2003/9/13,0,Tiền Giang,PM23
5936,Bùi Thị,Hồng,2002/8/27,0,HCM,DL24
5937,Trương Hoài,Châu,2004/5/25,0,Trà Vinh,DT24
5938,Nguyễn Hoài,Tài,2003/11/5,0,An Giang,HQ23
5939,Võ Văn,Nhi,2004/2/19,1,Tây Ninh,TC23
5940,Lê Thị,Sang,2004/10/29,0,Vĩnh Long,TI24
5941,Võ Trung,Long,2002/12/22,0,Tiền Giang,PM23
5942,Phan Thị,Mỹ,2005/4/13,0,Vĩnh Long,NA24
5943,Phạm Minh,Kim,2005/11/30,0,HCM,TU24
5944,Trần Nhật,Ánh,2002/8/26,0,Vĩnh Long,TI24
5945,Trương Thị,Phương,2000/8/12,0,Trà Vinh,SP23
5946,Trương Hữu,Cẩm,2004/6/9,0,Vĩnh Long,SP23
5947,Phạm Hoàng,Bạch,2003/12/7,0,Cần Thơ,HT23
5948,Trần Mạnh,Vinh,2004/8/13,0,Tây Ninh,LU24
